fleurs id,file path,filename,language,lcode,iso 639-3,iso 15924,transcription,romanized transcription,duration,acoustic_id
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/aae_Latn/train/000000_seg_000.wav,000000_seg_000.wav,Arbëreshë Albanian,aae_Latn,aae,Latn,"Po, asht e rëndësishme sepse universiteti ofron një arsimim të thelluar edhe të specializuar që mund të hap shumë mundësi për karrierë. .Gjithashtu, asht një vend ku të rinjtë mund të zhvillojnë mendimin kritik edhe",po asht e rendesishme sepse universiteti ofron nje arsimim te thelluar edhe te specializuar qe mund te hap shume mundesi per karriere gjithashtu asht nje vend ku te rinjte mund te zhvillojne mendimin kritik edhe,20.3378231292517,"17,53,0,254,240,240,196,0,254,0,181,19,98,98,119,164,183,240,240,78,76,0,164,22,75,164,19,0,249,170,22,237,9,231,164,50,211,114,73,138,0,44,203,112,120,210,0,133,39,165,0,84,84,164,183,104,65,61,0,73,19,0,203,203,19,217,69,120,159,84,0,28,237,130,33,0,211,19,0,111,73,4,240,255,76,69,190,243,64,140,84,0,119,125,0,186,140,61,248,0,73,211,0,39,74,198,0,240,255,64,78,154,0,186,171,133,80,20,164,183,0,73,19,84,0,147,43,173,106,227,65,87,24,0,46,53,37,12,59,9,240,111,196,77,0,145,240,111,196,0,210,39,22,0,90,33,160,88,0,147,64,0,73,112,0,84,183,133,248,211,40,0,78,171,61,248,0,211,256,0,243,243,203,183,69,12,51,39,61,52,0,186,116,133,88,183,186,256,61,0,147,138,245,73,190,221,0,154,90,250,24"
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/aae_Latn/train/000100_seg_000.wav,000100_seg_000.wav,Arbëreshë Albanian,aae_Latn,aae,Latn,"Do të preferoja të kisha një qen sepse janë shumë të dashur dhe shoqërorë..Qentë janë gjithashtu shokë të shkëlqyer për të bërë aktivitete jashtë dhe mund të trajnohen për të bërë truke dhe urdhra, gjë që e bën lidhjen me ta shumë të veçantë.",do te preferoja te kisha nje qen sepse jane shume te dashur dhe shoqerore qente jane gjithashtu shoke te shkelqyer per te bere aktivitete jashte dhe mund te trajnohen per te bere truke dhe urdhra gje qe e ben lidhjen me ta shume te vesante,20.211383219954648,"250,249,0,68,4,0,13,112,19,203,115,181,188,86,114,0,211,4,0,221,183,240,240,138,0,14,210,133,0,147,254,101,0,164,19,25,164,138,0,39,140,61,231,0,240,240,64,61,248,0,211,4,0,80,2,240,240,107,133,0,80,19,65,0,240,240,19,119,107,87,51,84,218,0,119,254,98,211,256,0,39,76,61,210,0,242,243,245,179,128,19,240,111,211,64,0,168,240,120,147,111,0,151,57,0,240,240,196,107,12,147,183,165,84,0,25,19,87,0,54,4,0,242,138,167,181,0,178,147,73,245,90,190,211,9,73,183,0,39,2,240,111,68,213,0,237,130,74,0,78,140,14,248,0,198,256,0,73,112,76,245,210,140,133,256,210,0,73,19,84,0,198,112,0,157,214,10,116,0,198,112,64,147,19,0,90,130,57,0,171,84,242,26,87,24,0,26,39,138,0,240,57,0,57,0,157,64,210,0,26,37,80,250,183,165,210,0,78,140,0,136,76,0,240,255,64,186,140,0,54,4,0,203,245,240,74,210,242,24"
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/aae_Latn/train/000200_seg_000.wav,000200_seg_000.wav,Arbëreshë Albanian,aae_Latn,aae,Latn,"Të lîpënj skusa nëse të po të jap presion, ngë është çëllimi im..Dua vetëm të jem i sigurt çë kam kuptuar gjithçka mirë..Mund të flasim për këtë sërish për të parë nëse ka një zgjidhje çë të dy mund të pranojmë?",te lipenj skusa nese te po te jap presion nge eshte sellimi im dua vetem te jem i sigurt se kam kuptuar gjithska mire mund te flasim per kete serish per te pare nese ka nje zgjidhje se te dy mund te pranojme,16.00063492063492,"213,183,0,104,183,192,37,20,179,0,164,215,64,243,9,0,133,116,164,19,0,73,182,0,25,214,0,131,225,0,39,145,25,0,198,112,65,164,107,74,131,0,213,26,37,0,256,240,240,196,68,0,119,183,227,39,245,210,163,0,65,110,0,88,64,117,0,237,9,211,19,61,0,80,59,0,39,178,78,0,106,0,164,190,26,64,84,68,0,240,182,0,147,76,186,0,147,200,75,136,64,233,84,0,26,183,183,80,250,240,147,76,0,78,65,87,11,0,46,60,160,98,0,88,4,0,203,39,115,164,37,98,0,192,31,96,0,147,182,211,19,0,164,19,181,57,179,240,0,122,19,84,0,73,182,0,73,2,10,160,0,210,256,164,256,0,147,76,0,150,106,183,0,243,26,183,227,80,250,4,4,0,119,245,0,211,65,0,190,133,0,186,171,61,242,0,73,22,0,73,10,145,210,51,227,101,34"
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/aae_Latn/train/000301_seg_000.wav,000301_seg_000.wav,Arbëreshë Albanian,aae_Latn,aae,Latn,"Jo, jo të gjitha racat e qenve janë amichevoli. .Disa raca, si Golden Retriever ose Labrador, janë të njohura për natyrën e tyre shumër amichevole, ndërsa të tjera mund të kenë një temperament më të rezervuar ose mbrojtës.",jo jo te gjitha racat e qenve jane amichevoli disa raca si golden retriever ose labrador jane te njohura per natyren e tyre shumer amichevole ndersa te tjera mund te kene nje temperament me te rezervuar ose mbrojtes,19.056145124716554,"39,120,0,39,120,0,73,196,0,119,243,183,179,12,76,0,84,154,255,19,68,0,53,0,119,165,14,90,65,0,39,165,170,130,0,178,210,190,147,221,76,237,171,69,65,0,211,183,164,9,0,181,33,164,19,0,164,107,0,26,19,69,250,19,9,0,84,75,198,87,227,245,90,256,181,0,51,128,19,0,69,33,242,87,178,80,120,84,0,39,76,248,248,0,75,40,0,40,210,120,215,64,87,140,0,13,19,84,0,210,140,198,211,87,256,170,0,256,0,73,183,181,65,0,240,240,107,78,103,181,0,178,210,190,147,221,74,237,171,69,24,0,150,150,138,179,255,19,0,211,19,0,192,59,165,217,254,0,186,171,61,242,0,133,133,0,73,165,61,256,0,210,210,65,0,136,19,186,136,9,167,33,78,57,61,242,0,186,171,0,73,19,0,181,19,243,19,10,90,139,233,84,0,52,164,154,0,133,88,173,51,190,73,19,164"
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/aae_Latn/train/000397_seg_000.wav,000397_seg_000.wav,Arbëreshë Albanian,aae_Latn,aae,Latn,"Për të fshirë një dhomë në mënyrë efikase, fillo duke liruar dyshemenë nga objektet si karriget ose tapetat e vegjël. .Përdor fshesën me korrent me lëvizje të ngadalta dhe të drejta, duke mbivendosur pak kalimet për t'u siguruar që nuk ke lënë ndonjë zonë pa pastruar. .Përqendrohu veçanërisht në qoshet dhe buzët e dhomës, ku pluhuri ka tendencë të grumbullohet më shumë.",per te fshire nje dhome ne menyre efikase fillo duke liruar dyshemene nga objektet si karriget ose tapetat e vegjel perdor fshesen me korrent me levizje te ngadalta dhe te drejta duke mbivendosur pak kalimet per tu siguruar qe nuk ke lene ndonje zone pa pastruar perqendrohu vesanerisht ne qoshet dhe buzet e dhomes ku pluhuri ka tendence te grumbullohet me shume,27.76766439909297,"13,112,84,0,192,4,0,203,168,240,86,205,101,0,101,39,256,0,250,8,117,186,60,0,133,96,0,132,103,210,183,181,231,0,203,203,37,147,2,243,65,0,109,107,50,69,19,0,80,64,147,19,0,133,183,133,77,2,84,0,80,183,240,240,196,213,256,252,133,0,210,250,154,0,180,242,119,19,25,73,116,3,0,164,190,0,147,76,167,84,245,26,114,73,0,19,255,19,0,73,76,73,19,59,178,73,0,65,0,90,51,26,116,65,6,0,193,112,96,80,191,191,0,203,240,240,254,164,107,160,0,78,9,0,147,214,31,181,76,14,80,0,78,76,0,69,224,90,183,164,107,65,0,73,58,0,61,250,76,237,154,69,73,154,0,90,250,154,0,73,19,0,80,167,65,190,73,154,0,224,64,147,76,0,14,157,190,133,133,224,250,120,164,64,84,0,13,233,10,0,147,76,69,183,186,19,3,0,73,112,84,0,211,4,0,164,190,26,64,10,159,140,84,0,240,4,0,210,116,25,0,213,200,0,69,57,61,252,0,248,88,120,210,39,190,0,243,51,210,248,0,13,76,0,13,140,128,196,167,139,74,84,0,151,112,4,119,107,98,88,167,188,215,64,0,90,4,240,115,256,84,84,227,240,240,211,0,210,190,0,73,76,164,255,19,73,0,80,250,22,0,157,64,164,19,211,0,19,0,80,120,188,186,116,164,0,73,64,0,75,12,64,203,112,87,227,0,147,76,0,73,19,210,80,19,248,4,111,0,73,256,0,88,8,139,186,88,171,139,171,117,32,9,68,0,78,114,0,240,255,116,186,110"
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/aae_Latn/train/000498_seg_000.wav,000498_seg_000.wav,Arbëreshë Albanian,aae_Latn,aae,Latn,"Një pjatë që e adhuroj është parmigiana me llunjana..Përgatitet me llunjana të skuqur, salcë domateje dhe mocarela, është një klasik i kuzhinës italiane që gjithmonë e ha me haré.",nje pjate qe e adhuroj eshte parmigiana me llunjana pergatitet me llunjana te skuqur salce domateje dhe mocarela eshte nje klasik i kuzhines italiane qe gjithmone e ha me hare,13.16,"248,88,242,0,242,107,113,192,119,0,240,107,0,57,0,256,237,250,77,87,51,227,0,216,240,111,111,182,0,13,233,44,78,37,243,39,9,170,140,0,210,140,0,69,69,116,248,243,140,210,24,0,193,112,167,124,113,192,37,85,192,73,0,78,9,0,123,39,64,61,243,154,210,140,0,192,19,0,240,147,214,215,64,167,0,164,115,231,128,182,0,80,120,132,140,211,254,39,245,0,80,237,256,0,78,103,128,9,170,65,39,165,0,256,240,111,40,133,0,133,242,174,0,147,200,113,164,37,26,0,183,0,215,200,240,240,107,170,65,128,0,85,80,9,69,39,154,210,65,0,240,138,0,26,183,183,203,4,78,214,61,61,0,57,0,32,2,0,150,65,0,32,154,87,24"
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/aae_Latn/train/000595_seg_000.wav,000595_seg_000.wav,Arbëreshë Albanian,aae_Latn,aae,Latn,"Ma nge e di sa ka tundet nje qen te nje dit, però jam sicuru se rrojen me mire qent çë rrinë përjashta presempiu te dherat, çë kanë një dhe i gjer e i madh te ku mënd tunden se jo qent çë rrinë te shpit çë makari qent çë rrinë te shpit bunen si të shterë e tunden pak e kam bes se ngë vete mirë.",ma nge e di sa ka tundet nje qen te nje dit pero jam sicuru se rrojen me mire qent se rrine perjashta presempiu te dherat se kane nje dhe i gjer e i madh te ku mend tunden se jo qent se rrine te shpit se makari qent se rrine te shpit bunen si te shtere e tunden pak e kam bes se nge vete mire,26.61,"78,233,0,61,138,254,0,254,0,250,86,0,128,233,0,124,9,0,73,64,61,88,19,14,0,106,183,190,0,119,140,248,0,73,138,0,61,61,248,0,88,65,25,0,73,138,167,188,0,39,165,186,0,128,190,215,64,87,249,0,128,140,0,10,10,188,39,245,101,0,78,60,0,101,138,84,84,0,119,254,101,98,0,240,138,0,84,10,245,61,172,0,172,19,87,39,113,240,240,196,178,0,25,19,256,128,76,248,248,107,19,0,211,19,0,90,65,254,87,140,232,0,240,190,0,147,76,61,210,0,210,39,245,0,90,130,57,0,183,0,26,39,254,87,0,183,0,183,0,78,2,128,79,0,111,182,0,147,200,0,186,249,61,248,0,73,188,210,88,256,210,0,128,138,0,39,233,0,172,254,160,242,0,119,19,0,10,181,245,61,248,0,211,19,0,240,240,196,245,68,0,240,256,0,150,233,221,113,87,37,0,119,138,125,248,0,240,107,0,173,181,245,248,248,0,73,19,0,240,111,196,138,224,0,157,214,32,9,248,0,128,37,0,211,37,0,240,240,73,2,87,96,0,256,0,73,64,61,80,140,248,0,13,2,147,0,65,0,147,76,186,0,157,114,179,0,128,256,0,150,26,19,0,237,178,59,178,0,210,65,87,241"
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/aae_Latn/train/000679_seg_000.wav,000679_seg_000.wav,Arbëreshë Albanian,aae_Latn,aae,Latn,"Çernierët zip funcjonarjën se praticamenti janë si dy strishë e këto strishë jan gjithë dhëmb, këta dhëmb çë inkastraren e praticamenti ë si një arshije di metallu çë praticamenti ti mënd e rnarsh e mbyll e zbyll çernierën.",sernieret zip funcjonarjen se praticamenti jane si dy strishe e keto strishe jan gjithe dhemb keta dhemb se inkastraren e praticamenti e si nje arshije di metallu se praticamenti ti mend e rnarsh e mbyll e zbyll sernieren,25.99503401360544,"240,115,84,170,86,254,87,37,192,0,243,86,68,0,203,200,98,128,107,249,170,113,87,39,165,61,0,128,76,0,192,167,9,80,190,124,178,78,254,98,211,57,0,39,76,61,248,0,128,245,0,80,245,0,128,196,87,86,240,240,138,0,61,0,84,4,211,44,0,128,196,173,37,240,240,107,0,39,2,101,0,26,39,183,232,203,4,0,90,90,256,186,157,0,116,24,211,9,0,90,256,57,186,157,0,119,138,0,183,101,73,233,128,196,167,2,87,65,210,0,57,0,172,181,9,93,37,124,113,78,254,160,73,86,0,256,0,128,183,0,210,39,39,0,140,154,240,240,183,39,65,0,90,65,0,78,178,211,33,69,69,116,0,4,19,0,242,181,19,80,138,256,256,256,256,98,211,245,0,211,57,0,78,256,61,88,0,154,0,10,170,2,84,240,240,0,254,0,60,77,77,191,101,0,254,0,243,171,171,216,190,0,240,19,84,210,65,65,173,65,6"
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/aae_Latn/train/000752_seg_000.wav,000752_seg_000.wav,Arbëreshë Albanian,aae_Latn,aae,Latn,"O certu se ndiejën dullurin ghrastat, ghrastat gjërgjish ndiejën, buj kunt se u kam një ghrast çë vete te u psicologu, vete te u psicologu, paguan quaranta euru te java përçë ndihet se flet… flet çë ka ngë janë të mira, të bukura e allura vete… vete ja rrëfien duturisës.",o certu se ndiejen dullurin ghrastat ghrastat gjergjish ndiejen buj kunt se u kam nje ghrast se vete te u psicologu vete te u psicologu paguan quaranta euru te java perse ndihet se flet flet se ka nge jane te mira te bukura e allura vete vete ja rrefien duturises,27.52324263038549,"191,0,240,113,167,211,64,0,128,9,0,61,80,106,245,39,65,61,0,80,139,139,171,171,87,65,210,0,124,124,181,140,128,211,140,125,0,150,124,191,113,128,255,115,91,0,106,183,245,111,119,107,183,179,111,0,40,133,65,65,39,65,61,0,157,216,37,0,192,191,205,205,0,128,115,0,77,0,147,233,60,0,101,39,165,0,124,130,181,113,111,111,0,240,138,0,237,9,211,49,0,211,59,0,51,0,192,255,190,147,214,69,116,131,116,0,237,254,73,37,0,211,59,0,44,0,25,128,37,147,188,217,44,180,214,0,13,233,26,214,117,98,0,25,200,233,181,76,248,192,43,0,256,51,181,116,0,211,138,0,39,33,24,110,0,25,19,4,240,256,0,61,80,37,221,9,119,0,164,57,0,203,69,2,192,0,203,69,9,68,0,240,190,0,147,33,0,61,124,183,0,39,76,210,256,0,211,19,0,78,183,87,24,0,211,22,0,157,64,215,171,173,24,0,33,0,69,69,8,64,87,154,0,177,178,73,256,0,237,178,211,65,0,55,140,0,84,84,178,203,65,65,210,0,80,116,73,116,87,65,128,116,79"
,/ssd2/sangmin/datasets/omnilingual_asr_corpus_16k_aligned/aae_Latn/train/000801_seg_001.wav,000801_seg_001.wav,Arbëreshë Albanian,aae_Latn,aae,Latn,më kunvinir të kem sempri kordët di ricambiu o… o mënd rri tranquillu se ngë këputen?,me kunvinir te kem sempri kordet di ricambiu o o mend rri tranquillu se nge keputen,14.44349033149171,"150,233,0,26,214,35,78,245,57,254,205,0,73,37,0,221,254,101,0,128,254,98,192,173,86,0,215,188,10,192,114,192,0,40,19,0,181,245,221,2,186,88,227,51,0,188,0,233,0,78,233,173,10,0,10,138,37,0,232,167,117,58,215,200,216,69,69,116,0,128,19,0,61,124,178,0,84,4,25,171,198,178,210"
